CA00504K80K,20190101,TAVG,-196,,,C,
CA00504K80K,20190102,TAVG,-52,,,C,
CA00504K80K,20190103,TAVG,-1,,,C,
CA00504K80K,20190104,TAVG,-42,,,C,
CA00504K80K,20190105,TAVG,-103,,,C,
CA00504K80K,20190106,TAVG,-103,,,C,
CA00504K80K,20190107,TAVG,-78,,,C,
CA00504K80K,20190108,TAVG,-167,,,C,
CA00504K80K,20190109,TAVG,-209,,,C,
CA00504K80K,20190110,TAVG,-148,,,C,
CA00504K80K,20190111,TAVG,-159,,,C,
CA00504K80K,20190112,TAVG,-144,,,C,
CA00504K80K,20190113,TAVG,-98,,,C,
CA00504K80K,20190114,TAVG,-59,,,C,
CA00504K80K,20190115,TAVG,-149,,,C,
CA00504K80K,20190116,TAVG,-246,,,C,
CA00504K80K,20190117,TAVG,-243,,,C,
CA00504K80K,20190118,TAVG,-304,,,C,
CA00504K80K,20190119,TAVG,-314,,,C,
CA00504K80K,20190120,TAVG,-275,,,C,
CA00504K80K,20190121,TAVG,-136,,,C,
CA00504K80K,20190122,TAVG,-133,,,C,
CA00504K80K,20190123,TAVG,-171,,,C,
CA00504K80K,20190124,TAVG,-257,,,C,
CA00504K80K,20190125,TAVG,-297,,,C,
CA00504K80K,20190126,TAVG,-268,,,C,
CA00504K80K,20190127,TAVG,-214,,,C,
CA00504K80K,20190128,TAVG,-205,,,C,
CA00504K80K,20190129,TAVG,-322,,,C,
CA00504K80K,20190130,TAVG,-331,,,C,
CA00504K80K,20190131,TAVG,-253,,,C,
CA00504K80K,20190201,TAVG,-175,,,C,
CA00504K80K,20190202,TAVG,-228,,,C,
CA00504K80K,20190203,TAVG,-280,,,C,
CA00504K80K,20190204,TAVG,-254,,,C,
CA00504K80K,20190205,TAVG,-229,,,C,
CA00504K80K,20190206,TAVG,-300,,,C,
CA00504K80K,20190207,TAVG,-295,,,C,
CA00504K80K,20190208,TAVG,-305,,,C,
CA00504K80K,20190209,TAVG,-282,,,C,
CA00504K80K,20190210,TAVG,-271,,,C,
CA00504K80K,20190211,TAVG,-238,,,C,
CA00504K80K,20190212,TAVG,-184,,,C,
CA00504K80K,20190213,TAVG,-237,,,C,
CA00504K80K,20190214,TAVG,-215,,,C,
CA00504K80K,20190215,TAVG,-225,,,C,
CA00504K80K,20190216,TAVG,-192,,,C,
CA00504K80K,20190217,TAVG,-218,,,C,
CA00504K80K,20190218,TAVG,-233,,,C,
CA00504K80K,20190219,TAVG,-176,,,C,
CA00504K80K,20190220,TAVG,-177,,,C,
CA00504K80K,20190221,TAVG,-186,,,C,
CA00504K80K,20190222,TAVG,-167,,,C,
CA00504K80K,20190223,TAVG,-182,,,C,
CA00504K80K,20190224,TAVG,-225,,,C,
CA00504K80K,20190225,TAVG,-236,,,C,
CA00504K80K,20190226,TAVG,-216,,,C,
CA00504K80K,20190227,TAVG,-137,,,C,
CA00504K80K,20190228,TAVG,-154,,,C,
CA00504K80K,20190301,TAVG,-224,,,C,
CA00504K80K,20190302,TAVG,-241,,,C,
CA00504K80K,20190303,TAVG,-197,,,C,
CA00504K80K,20190304,TAVG,-142,,,C,
CA00504K80K,20190305,TAVG,-131,,,C,
CA00504K80K,20190306,TAVG,-137,,,C,
CA00504K80K,20190307,TAVG,-168,,,C,
CA00504K80K,20190308,TAVG,-116,,,C,
CA00504K80K,20190309,TAVG,-83,,,C,
CA00504K80K,20190310,TAVG,-122,,,C,
CA00504K80K,20190311,TAVG,-101,,,C,
CA00504K80K,20190312,TAVG,-45,,,C,
CA00504K80K,20190313,TAVG,-9,,,C,
CA00504K80K,20190314,TAVG,-45,,,C,
CA00504K80K,20190315,TAVG,-99,,,C,
CA00504K80K,20190316,TAVG,-43,,,C,
CA00504K80K,20190317,TAVG,-13,,,C,
CA00504K80K,20190318,TAVG,14,,,C,
CA00504K80K,20190319,TAVG,19,,,C,
CA00504K80K,20190320,TAVG,-3,,,C,
CA00504K80K,20190321,TAVG,33,,,C,
CA00504K80K,20190322,TAVG,14,,,C,
CA00504K80K,20190323,TAVG,2,,,C,
CA00504K80K,20190324,TAVG,-73,,,C,
CA00504K80K,20190325,TAVG,-44,,,C,
CA00504K80K,20190326,TAVG,20,,,C,
CA00504K80K,20190327,TAVG,35,,,C,
CA00504K80K,20190328,TAVG,-10,,,C,
CA00504K80K,20190329,TAVG,-14,,,C,
CA00504K80K,20190330,TAVG,-20,,,C,
CA00504K80K,20190331,TAVG,-3,,,C,
CA00504K80K,20190401,TAVG,18,,,C,
CA00504K80K,20190402,TAVG,-37,,,C,
CA00504K80K,20190403,TAVG,-38,,,C,
CA00504K80K,20190404,TAVG,6,,,C,
CA00504K80K,20190405,TAVG,-11,,,C,
CA00504K80K,20190406,TAVG,-15,,,C,
CA00504K80K,20190407,TAVG,3,,,C,
CA00504K80K,20190408,TAVG,-25,,,C,
CA00504K80K,20190409,TAVG,-41,,,C,
CA00504K80K,20190410,TAVG,-34,,,C,
CA00504K80K,20190411,TAVG,-2,,,C,
CA00504K80K,20190412,TAVG,3,,,C,
CA00504K80K,20190413,TAVG,43,,,C,
CA00504K80K,20190414,TAVG,61,,,C,
CA00504K80K,20190415,TAVG,68,,,C,
CA00504K80K,20190416,TAVG,57,,,C,
CA00504K80K,20190417,TAVG,60,,,C,
CA00504K80K,20190418,TAVG,83,,,C,
CA00504K80K,20190419,TAVG,142,,,C,
CA00504K80K,20190420,TAVG,115,,,C,
CA00504K80K,20190421,TAVG,76,,,C,
CA00504K80K,20190422,TAVG,80,,,C,
CA00504K80K,20190423,TAVG,149,,,C,
CA00504K80K,20190424,TAVG,96,,,C,
CA00504K80K,20190425,TAVG,60,,,C,
CA00504K80K,20190426,TAVG,37,,,C,
CA00504K80K,20190427,TAVG,35,,,C,
CA00504K80K,20190428,TAVG,-4,,,C,
CA00504K80K,20190429,TAVG,9,,,C,
CA00504K80K,20190430,TAVG,33,,,C,
CA00504K80K,20190501,TAVG,42,,,C,
CA00504K80K,20190502,TAVG,53,,,C,
CA00504K80K,20190503,TAVG,50,,,C,
CA00504K80K,20190504,TAVG,28,,,C,
CA00504K80K,20190505,TAVG,-6,,,C,
CA00504K80K,20190506,TAVG,13,,,C,
CA00504K80K,20190507,TAVG,30,,,C,
CA00504K80K,20190508,TAVG,37,,,C,
CA00504K80K,20190509,TAVG,42,,,C,
CA00504K80K,20190510,TAVG,74,,,C,
CA00504K80K,20190511,TAVG,95,,,C,
CA00504K80K,20190512,TAVG,105,,,C,
CA00504K80K,20190513,TAVG,145,,,C,
CA00504K80K,20190514,TAVG,107,,,C,
CA00504K80K,20190515,TAVG,77,,,C,
CA00504K80K,20190516,TAVG,63,,,C,
CA00504K80K,20190517,TAVG,59,,,C,
CA00504K80K,20190518,TAVG,57,,,C,
CA00504K80K,20190519,TAVG,66,,,C,
CA00504K80K,20190520,TAVG,99,,,C,
CA00504K80K,20190521,TAVG,118,,,C,
CA00504K80K,20190522,TAVG,123,,,C,
CA00504K80K,20190523,TAVG,122,,,C,
CA00504K80K,20190524,TAVG,142,,,C,
CA00504K80K,20190525,TAVG,49,,,C,
CA00504K80K,20190526,TAVG,65,,,C,
CA00504K80K,20190527,TAVG,116,,,C,
CA00504K80K,20190528,TAVG,176,,,C,
CA00504K80K,20190529,TAVG,188,,,C,
CA00504K80K,20190530,TAVG,146,,,C,
CA00504K80K,20190531,TAVG,114,,,C,
CA00504K80K,20190601,TAVG,99,,,C,
CA00504K80K,20190602,TAVG,101,,,C,
CA00504K80K,20190603,TAVG,150,,,C,
CA00504K80K,20190604,TAVG,174,,,C,
CA00504K80K,20190605,TAVG,160,,,C,
CA00504K80K,20190606,TAVG,152,,,C,
CA00504K80K,20190607,TAVG,208,,,C,
CA00504K80K,20190608,TAVG,135,,,C,
CA00504K80K,20190609,TAVG,107,,,C,
CA00504K80K,20190610,TAVG,127,,,C,
CA00504K80K,20190611,TAVG,121,,,C,
CA00504K80K,20190612,TAVG,131,,,C,
CA00504K80K,20190613,TAVG,176,,,C,
CA00504K80K,20190614,TAVG,189,,,C,
CA00504K80K,20190615,TAVG,148,,,C,
CA00504K80K,20190616,TAVG,159,,,C,
CA00504K80K,20190617,TAVG,144,,,C,
CA00504K80K,20190618,TAVG,147,,,C,
CA00504K80K,20190619,TAVG,161,,,C,
CA00504K80K,20190620,TAVG,177,,,C,
CA00504K80K,20190621,TAVG,183,,,C,
CA00504K80K,20190622,TAVG,160,,,C,
CA00504K80K,20190623,TAVG,164,,,C,
CA00504K80K,20190624,TAVG,177,,,C,
CA00504K80K,20190625,TAVG,169,,,C,
CA00504K80K,20190626,TAVG,171,,,C,
CA00504K80K,20190627,TAVG,188,,,C,
CA00504K80K,20190628,TAVG,203,,,C,
CA00504K80K,20190629,TAVG,227,,,C,
CA00504K80K,20190630,TAVG,190,,,C,
CA00504K80K,20190701,TAVG,201,,,C,
CA00504K80K,20190702,TAVG,155,,,C,
CA00504K80K,20190703,TAVG,168,,,C,
CA00504K80K,20190704,TAVG,168,,,C,
CA00504K80K,20190705,TAVG,142,,,C,
CA00504K80K,20190706,TAVG,157,,,C,
CA00504K80K,20190707,TAVG,208,,,C,
CA00504K80K,20190708,TAVG,210,,,C,
CA00504K80K,20190709,TAVG,187,,,C,
CA00504K80K,20190710,TAVG,174,,,C,
CA00504K80K,20190711,TAVG,207,,,C,
CA00504K80K,20190712,TAVG,189,,,C,
CA00504K80K,20190713,TAVG,208,,,C,
CA00504K80K,20190714,TAVG,221,,,C,
CA00504K80K,20190715,TAVG,208,,,C,
CA00504K80K,20190716,TAVG,182,,,C,
CA00504K80K,20190717,TAVG,181,,,C,
CA00504K80K,20190718,TAVG,183,,,C,
CA00504K80K,20190719,TAVG,158,,,C,
CA00504K80K,20190720,TAVG,152,,,C,
CA00504K80K,20190721,TAVG,155,,,C,
CA00504K80K,20190722,TAVG,199,,,C,
CA00504K80K,20190723,TAVG,202,,,C,
CA00504K80K,20190724,TAVG,218,,,C,
CA00504K80K,20190725,TAVG,201,,,C,
CA00504K80K,20190726,TAVG,187,,,C,
CA00504K80K,20190727,TAVG,213,,,C,
CA00504K80K,20190728,TAVG,189,,,C,
CA00504K80K,20190729,TAVG,138,,,C,
CA00504K80K,20190731,TAVG,204,,,C,
CA00504K80K,20190801,TAVG,197,,,C,
CA00504K80K,20190802,TAVG,234,,,C,
CA00504K80K,20190803,TAVG,237,,,C,
CA00504K80K,20190804,TAVG,197,,,C,
CA00504K80K,20190805,TAVG,188,,,C,
CA00504K80K,20190806,TAVG,172,,,C,
CA00504K80K,20190807,TAVG,144,,,C,
CA00504K80K,20190808,TAVG,152,,,C,
CA00504K80K,20190809,TAVG,173,,,C,
CA00504K80K,20190810,TAVG,155,,,C,
CA00504K80K,20190811,TAVG,129,,,C,
CA00504K80K,20190812,TAVG,121,,,C,
CA00504K80K,20190813,TAVG,143,,,C,
